study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB18997	SAMEA103884992	ERS1677801	ERX1880412	ERR1817913	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1817913/ERR1817913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1817913/ERR1817913_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1817913/ERR1817913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1817913/ERR1817913_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817913/19361_1#2.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817913/19361_1#2.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817913/19361_1#2.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817913/19361_1#2.cram.crai
PRJEB18997	SAMEA103885142	ERS1677802	ERX1880413	ERR1817914	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1817914/ERR1817914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1817914/ERR1817914_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1817914/ERR1817914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1817914/ERR1817914_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817914/19361_1#3.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817914/19361_1#3.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817914/19361_1#3.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817914/19361_1#3.cram.crai
PRJEB18997	SAMEA103885382	ERS1677803	ERX1880414	ERR1817915	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1817915/ERR1817915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1817915/ERR1817915_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1817915/ERR1817915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1817915/ERR1817915_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817915/19361_1#4.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817915/19361_1#4.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817915/19361_1#4.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817915/19361_1#4.cram.crai
PRJEB18997	SAMEA103884925	ERS1677824	ERX1880415	ERR1817916	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1817916/ERR1817916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1817916/ERR1817916_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1817916/ERR1817916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1817916/ERR1817916_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817916/19361_1#33.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817916/19361_1#33.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817916/19361_1#33.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817916/19361_1#33.cram.crai
PRJEB18997	SAMEA103885259	ERS1677825	ERX1880416	ERR1817917	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1817917/ERR1817917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1817917/ERR1817917_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1817917/ERR1817917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1817917/ERR1817917_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817917/19361_1#34.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817917/19361_1#34.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817917/19361_1#34.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817917/19361_1#34.cram.crai
PRJEB18997	SAMEA103885354	ERS1677826	ERX1880417	ERR1817918	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1817918/ERR1817918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1817918/ERR1817918_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1817918/ERR1817918_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1817918/ERR1817918_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817918/19361_1#35.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817918/19361_1#35.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817918/19361_1#35.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817918/19361_1#35.cram.crai
PRJEB18997	SAMEA103884891	ERS1677827	ERX1880418	ERR1817919	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1817919/ERR1817919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1817919/ERR1817919_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1817919/ERR1817919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1817919/ERR1817919_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817919/19361_1#36.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817919/19361_1#36.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817919/19361_1#36.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817919/19361_1#36.cram.crai
PRJEB18997	SAMEA103885076	ERS1677800	ERX1880419	ERR1817920	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1817920/ERR1817920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1817920/ERR1817920_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1817920/ERR1817920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1817920/ERR1817920_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817920/19361_2#1.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817920/19361_2#1.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817920/19361_2#1.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817920/19361_2#1.cram.crai
PRJEB18997	SAMEA103884992	ERS1677801	ERX1880420	ERR1817921	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1817921/ERR1817921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1817921/ERR1817921_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1817921/ERR1817921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1817921/ERR1817921_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817921/19361_2#2.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817921/19361_2#2.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817921/19361_2#2.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817921/19361_2#2.cram.crai
PRJEB18997	SAMEA103885142	ERS1677802	ERX1880421	ERR1817922	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1817922/ERR1817922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1817922/ERR1817922_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1817922/ERR1817922_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1817922/ERR1817922_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817922/19361_2#3.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817922/19361_2#3.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817922/19361_2#3.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817922/19361_2#3.cram.crai
PRJEB18997	SAMEA103885382	ERS1677803	ERX1880422	ERR1817923	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1817923/ERR1817923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1817923/ERR1817923_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1817923/ERR1817923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1817923/ERR1817923_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817923/19361_2#4.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817923/19361_2#4.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817923/19361_2#4.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817923/19361_2#4.cram.crai
PRJEB18997	SAMEA103884925	ERS1677824	ERX1880423	ERR1817924	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1817924/ERR1817924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1817924/ERR1817924_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1817924/ERR1817924_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1817924/ERR1817924_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817924/19361_2#33.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817924/19361_2#33.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817924/19361_2#33.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817924/19361_2#33.cram.crai
PRJEB18997	SAMEA103885259	ERS1677825	ERX1880424	ERR1817925	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1817925/ERR1817925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1817925/ERR1817925_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1817925/ERR1817925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1817925/ERR1817925_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817925/19361_2#34.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817925/19361_2#34.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817925/19361_2#34.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817925/19361_2#34.cram.crai
PRJEB18997	SAMEA103885354	ERS1677826	ERX1880425	ERR1817926	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1817926/ERR1817926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1817926/ERR1817926_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1817926/ERR1817926_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1817926/ERR1817926_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817926/19361_2#35.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817926/19361_2#35.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817926/19361_2#35.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817926/19361_2#35.cram.crai
PRJEB18997	SAMEA103884891	ERS1677827	ERX1880426	ERR1817927	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1817927/ERR1817927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1817927/ERR1817927_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1817927/ERR1817927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1817927/ERR1817927_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817927/19361_2#36.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817927/19361_2#36.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817927/19361_2#36.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817927/19361_2#36.cram.crai
PRJEB18997	SAMEA103885076	ERS1677800	ERX1880427	ERR1817928	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1817928/ERR1817928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1817928/ERR1817928_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1817928/ERR1817928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1817928/ERR1817928_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817928/19361_3#1.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817928/19361_3#1.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817928/19361_3#1.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817928/19361_3#1.cram.crai
PRJEB18997	SAMEA103884992	ERS1677801	ERX1880428	ERR1817929	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1817929/ERR1817929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1817929/ERR1817929_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1817929/ERR1817929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1817929/ERR1817929_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817929/19361_3#2.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817929/19361_3#2.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817929/19361_3#2.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817929/19361_3#2.cram.crai
PRJEB18997	SAMEA103885142	ERS1677802	ERX1880429	ERR1817930	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1817930/ERR1817930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1817930/ERR1817930_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1817930/ERR1817930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1817930/ERR1817930_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817930/19361_3#3.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817930/19361_3#3.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817930/19361_3#3.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817930/19361_3#3.cram.crai
PRJEB18997	SAMEA103885382	ERS1677803	ERX1880430	ERR1817931	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1817931/ERR1817931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1817931/ERR1817931_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1817931/ERR1817931_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1817931/ERR1817931_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817931/19361_3#4.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817931/19361_3#4.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817931/19361_3#4.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817931/19361_3#4.cram.crai
PRJEB18997	SAMEA103884925	ERS1677824	ERX1880431	ERR1817932	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1817932/ERR1817932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1817932/ERR1817932_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1817932/ERR1817932_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/002/ERR1817932/ERR1817932_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817932/19361_3#33.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817932/19361_3#33.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817932/19361_3#33.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817932/19361_3#33.cram.crai
PRJEB18997	SAMEA103885259	ERS1677825	ERX1880432	ERR1817933	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1817933/ERR1817933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1817933/ERR1817933_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1817933/ERR1817933_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/003/ERR1817933/ERR1817933_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817933/19361_3#34.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817933/19361_3#34.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817933/19361_3#34.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817933/19361_3#34.cram.crai
PRJEB18997	SAMEA103885354	ERS1677826	ERX1880433	ERR1817934	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1817934/ERR1817934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1817934/ERR1817934_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1817934/ERR1817934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/004/ERR1817934/ERR1817934_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817934/19361_3#35.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817934/19361_3#35.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817934/19361_3#35.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817934/19361_3#35.cram.crai
PRJEB18997	SAMEA103884891	ERS1677827	ERX1880434	ERR1817935	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1817935/ERR1817935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1817935/ERR1817935_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1817935/ERR1817935_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/005/ERR1817935/ERR1817935_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817935/19361_3#36.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817935/19361_3#36.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817935/19361_3#36.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817935/19361_3#36.cram.crai
PRJEB18997	SAMEA103885076	ERS1677800	ERX1880435	ERR1817936	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1817936/ERR1817936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1817936/ERR1817936_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1817936/ERR1817936_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/006/ERR1817936/ERR1817936_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817936/19361_4#1.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817936/19361_4#1.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817936/19361_4#1.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817936/19361_4#1.cram.crai
PRJEB18997	SAMEA103884992	ERS1677801	ERX1880436	ERR1817937	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1817937/ERR1817937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1817937/ERR1817937_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1817937/ERR1817937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/007/ERR1817937/ERR1817937_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817937/19361_4#2.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817937/19361_4#2.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817937/19361_4#2.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817937/19361_4#2.cram.crai
PRJEB18997	SAMEA103885142	ERS1677802	ERX1880437	ERR1817938	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1817938/ERR1817938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1817938/ERR1817938_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1817938/ERR1817938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/008/ERR1817938/ERR1817938_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817938/19361_4#3.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817938/19361_4#3.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817938/19361_4#3.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817938/19361_4#3.cram.crai
PRJEB18997	SAMEA103885382	ERS1677803	ERX1880438	ERR1817939	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1817939/ERR1817939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1817939/ERR1817939_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1817939/ERR1817939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/009/ERR1817939/ERR1817939_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817939/19361_4#4.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817939/19361_4#4.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817939/19361_4#4.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817939/19361_4#4.cram.crai
PRJEB18997	SAMEA103884925	ERS1677824	ERX1880439	ERR1817940	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1817940/ERR1817940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1817940/ERR1817940_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1817940/ERR1817940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/000/ERR1817940/ERR1817940_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817940/19361_4#33.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817940/19361_4#33.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817940/19361_4#33.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817940/19361_4#33.cram.crai
PRJEB18997	SAMEA103885259	ERS1677825	ERX1880440	ERR1817941	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1817941/ERR1817941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1817941/ERR1817941_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1817941/ERR1817941_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR181/001/ERR1817941/ERR1817941_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817941/19361_4#34.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817941/19361_4#34.cram			ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817941/19361_4#34.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR181/ERR1817941/19361_4#34.cram.crai
